index,tweet,max_emotion,sentiment
464,gwyneth paltrow reportedly planning baby brad falchuk,joy,neutral
465,gwen stefani still smitten blake shelton never tried change exclusive,neutral,negative
466,rihanna rumored broken billionaire boyfriend gets tired men,sadness,negative
467,meghan markle fulfills prince harrys freckle fetish made story,joy,positive
468,angelina jolie missed royal wedding kids invited,sadness,negative
469,kate hudson net worth,neutral,positive
470,jennifer garner doesnt want kids around lindsay shookus,sadness,negative
471,victoria beckham overjoyed spice girls reunion bands tv deal snub david beckhams move miami,joy,positive
472,ryan seacrest kelly ripas new cohost live,neutral,neutral
473,despite rihannaleonardo dicaprio rumors actor single rep says,neutral,neutral
474,brad pitt found replacement son tye sheridan,neutral,neutral
475,weeknd reportedly wants baby girl selena gomez tbh child would gorgeous,joy,positive
476,paris jacksons family fear shes heading meltdown,fear,negative
477,keith urban wife nicole kidman spend christmas australia,neutral,neutral
478,miranda lamberts acms speech annoyed gwen stefani report,anger,negative
479,jennifer lopez alex rodriguez gym hogs,neutral,neutral
480,kim kardashian kris jenner talk khloâ kanye babies live kelly ryan watch,neutral,neutral
481,comes bride amal george clooney renew vows,joy,neutral
482,taylor swifts never ever getting back together jake gyllenhaal report,sadness,neutral
483,tyga calls kim kardashian instagram,neutral,neutral
484,ben affleck lindsay shookus split year dating,sadness,neutral
485,cast big bang theory get along,neutral,neutral
486,justin bieber doesnt attend grammys 2017 eats sushi instead,sadness,neutral
487,new suicide fears owen wilson dads death,fear,negative
488,palace confirms meghan markle kate middleton pregnant,joy,neutral
489,christina el moussa answering flip flop questions,neutral,negative
490,selena gomez excited gif,joy,positive
491,kanye west reportedly opening restaurant calabasas wont serving croissants,neutral,neutral
492,adam sandler wife jackie renewing vows claim true,neutral,positive
493,trouble paradise george amal clooney sleeping separate bedrooms,sadness,positive
494,anne hathaway kate hudson interview bride wars,neutral,negative
495,deadpool brianna hildebrand negasonic teenage warhead ryan reynolds,neutral,neutral
496,lindsay lohan wears hijab sparking mixed feelings social media,anger,neutral
497,one rumor,neutral,neutral
498,jennifer aniston furious selena gomez justin theroux dating rumors,anger,negative
499,eric johnson net worth,neutral,positive
500,kylie jenner wont let motherhood stop sexy poses sultry pics white swimsuit,anger,positive
501,kanye west make diss track donald trump,neutral,neutral
502,kim kardashian kanye west file midnuptial agreement report,neutral,positive
503,tom cruises secret correspondence daughter suri,neutral,neutral
504,taylor swift jake gyllenhaal dating,neutral,positive
505,real reason mel b ended turbulent marriage stephen belafonte revealed,sadness,neutral
506,trouble paradise 15 reasons prince harry meghan markle wont make aisle,sadness,positive
507,mit professor neri oxman may moved brad pitt,neutral,neutral
508,jennifer lopez alex rodriguez wont tying knot anytime soon,sadness,neutral
509,angelina jolie snubbed margot robbie guessing brad pitt rumors exclusive,neutral,negative
510,cindy crawford,neutral,neutral
511,kourtney kardashian clarifies pregnant completely taken context,neutral,positive
512,brody jenner breaks silence caitlyn jenner skipping wedding,sadness,neutral
513,miley cyrus liam hemsworth arguing prenup,neutral,negative
514,smiling kanye west celebrates 41st birthday kim kardashian mentalist pics,joy,positive
515,katie holmes trials fighting reports jamie foxx breakup tom cruise suri reunion,sadness,negative
516,kim kardashian khloé reconciling tristan thompson makes happy,joy,positive
517,indepth analysis jennifer anistons body language justin theroux versus brad pitt,neutral,neutral
518,video homecoming teaser julia roberts ready get started,neutral,positive
519,kristen stewart saturday night live,joy,neutral
520,selena gomez officially dumps justin bieber,sadness,negative
521,see official royal baby announcement outside buckingham palace,joy,neutral
522,def jam ceo talks kanye west new music,joy,neutral
523,drake angelina jolie toy boy toy boy despite late wrong report,neutral,positive
524,kristen stewart replaced angelina jolie movie report year ago,surprise,neutral
525,liam paynes solo career started one direction diss,neutral,neutral
526,big bang theory drama behind scenes causing show fall apart debunked,sadness,neutral
527,karrueche tran screw chris brown post pics whoever want video,neutral,negative
528,prince harry meghan markle prince william kate 11 royals live palace heres breakdown lavish quarters,joy,neutral
529,2017 emmy nominees list see nominations variety,surprise,neutral
530,ellen degeneres portia de rossi going pot save marriage,neutral,positive
531,justin bieber explains pee pants stain water spilled area,disgust,neutral
532,gwen stefani blake shelton janet jackson inspired another baby,joy,positive
533,revenge facelift brad pitt fillers botox peels wake bitter divorce,anger,negative
534,kylie jenner shares first family photo cuddles travis scott baby stormi elaborate easter party,joy,positive
535,close comfort jennifer lopez might take break alex rodriguez,sadness,positive
536,kim kardashian brought tears holds miracle baby first time,joy,positive
537,caitlyn jenner crushing hugh hefners widow,sadness,negative
538,khloe kardashian refuses pull kourtney wants marry tristan thompson madeup story,anger,neutral
539,catherine zetajones launching lifestyle brand,neutral,neutral
540,brad pitt angelina jolie lose court case french miraval castle,neutral,negative
541,kylie jenner admits jealousy kendall life kylie,anger,negative
542,lady gaga channels inner madonna steps paris platinum hair,neutral,neutral
543,sarah jessica parker says sex city 3 fallout enormously painful,sadness,negative
544,gotti 2018 film,neutral,neutral
545,pentagon papers,neutral,neutral
546,paris jackson planning big career like dad michael 2018 year,joy,positive
547,maddoxs shock words mum ange want live brad,surprise,negative
548,jessica simpson heartbroken missing dog,sadness,negative
549,justin bieber selena gomez taking break mainly mom,sadness,neutral
550,brad pitt jennifer anistons second wedding joy,joy,positive
551,casey affleck talks metoo harassment allegations new interview,fear,negative
552,complete history tyga kylie jenners relationship,neutral,neutral
553,celebrities fathers day messages meadow walker denise richards kim kardashian,joy,neutral
554,las vegas shooting celebrities react massacre jason aldean concert,anger,neutral
555,brad pitt jennifer aniston busted aspen reunion,sadness,neutral
556,twitter explains suspending rose mcgowans account,sadness,neutral
557,blake gwen quitting hollywood moving midwest miscarriage nightmare,fear,neutral
558,chip joanna gaines net worth,joy,positive
559,jennifer lawrence lonely partying control,neutral,positive
560,final speech emotional michelle obama tells young people dont afraid,fear,positive
561,millie bobby brown,neutral,neutral
562,brad pitt angelina jolie agree spend christmas together kids,joy,positive
563,halle berry dating keanu reeves,joy,neutral
564,katy perry recounts christian past hrc gala talks conversion therapy praying gay away people change believe,neutral,positive
565,angelina jolies fury brad pitt jennifer aniston move together,anger,negative
566,selena gomez pregnant miscarry says rep,sadness,neutral
567,long goodbye irina shayk gives bradley cooper farewell kiss leaving london,sadness,positive
568,crying brad pitt angelina jolie restore faith love pics hollywoods cutest couples,joy,positive
569,selena gomez jump kidney transplant waiting list despite claim,neutral,neutral
570,kim kardashian criticizes scott disick dating bella thorne oneup kourtney kardashian,anger,negative
571,everything know brad pitts plane incident,sadness,neutral
572,want babies kristen reveals family plans rob weeks cheated,sadness,negative
573,scarlett johansson laughs colin josts dirty talk,joy,positive
574,relationship pick jt wants jessica biel get breast lift,neutral,positive
575,jennifer aniston latest news photos videos page 3,neutral,neutral
576,baywatch review dwayne rock johnson zac efron bring muscles fun beach,joy,positive
577,blac chyna drake dating everything know far,neutral,neutral
578,judd apatow slams quentin tarantino harvey silence,sadness,neutral
579,digital magazine modern queer world,joy,neutral
580,donald trump reactions 2017 boy scout jamboree speech,neutral,neutral
581,gwen stefani dishes new baby voice gig,joy,neutral
582,academy book reference,neutral,neutral
583,michael strahan looking forward working alex rodriguez abc,neutral,neutral
584,sam shepard dead celebrities react,surprise,negative
585,meghan markles uninvited family crashed royal wedding,sadness,neutral
586,brad pitt talks divorce quitting drinking becoming better man,neutral,positive
587,15 celebs chris pratt date instead mystery blonde,surprise,neutral
588,sofia richie purposely transforming kourtney kardashian scott disick huge turnon,neutral,positive
589,musicians react mel tillis death,neutral,negative
590,kanye infuriated beyoncé jayz treat kim kardashian disrespectfully,anger,negative
